field,variant,measure,lambda_top_bits,free_top_bits,free_sum_bits,conditional_sum_bits,rms_final_1024,qr_free_sum_bits,qr_free_top_bits
0,free,16384,0.6528814962177193,0.6528814962177193,4.345289370866383,4.345289370866383,0.36361473129323246,4.3452893708664,0.6528814962177183
0,fixed1_095,16384,0.6523668336806469,0.6528814962177193,4.345289370866383,0.02336127597904092,0.339461362747118,4.3452893708664,0.6528814962177183
0,rotate1_095,16384,0.16668560997855703,0.6528814962177193,4.345289370866383,0.02336127597904092,0.1850268514674951,4.3452893708664,0.6528814962177183
0,rotate1_0999,16384,0.059715005193344495,0.6528814962177193,4.345289370866383,-5.62049491379394,0.08802618544076363,4.3452893708664,0.6528814962177183
0,fixed4_095,16384,0.5868137444873773,0.6528814962177193,4.345289370866383,-12.942423008682987,0.24043524537715286,4.3452893708664,0.6528814962177183
0,alternate4_095,16384,-1.4462232068319016,0.6528814962177193,4.345289370866383,-12.942423008682987,0.0,4.3452893708664,0.6528814962177183
0,all8_075_control,16384,-1.3471185037822755,0.6528814962177193,4.345289370866383,-11.654710629133618,0.0,4.3452893708664,0.6528814962177183
1,free,16384,0.6899227899281618,0.6899227899281618,4.71767822757363,4.71767822757363,0.38569736849758246,4.717678227573666,0.689922789928162
1,fixed1_095,16384,0.6884473241467783,0.6899227899281618,4.71767822757363,0.3957501326862882,0.3548560164943145,4.717678227573666,0.689922789928162
1,rotate1_095,16384,0.1801606055395878,0.6899227899281618,4.71767822757363,0.3957501326862882,0.1881875458870807,4.717678227573666,0.689922789928162
1,rotate1_0999,16384,-0.0060224619712434795,0.6899227899281618,4.71767822757363,-5.248106057086693,5.0676136799856645e-12,4.717678227573666,0.689922789928162
1,fixed4_095,16384,0.6477088403194116,0.6899227899281618,4.71767822757363,-12.570034151975738,0.2671611328936556,4.717678227573666,0.689922789928162
1,alternate4_095,16384,-1.4293853374215306,0.6899227899281618,4.71767822757363,-12.570034151975738,0.0,4.717678227573666,0.689922789928162
1,all8_075_control,16384,-1.3100772100718432,0.6899227899281618,4.71767822757363,-11.28232177242637,0.0,4.717678227573666,0.689922789928162
2,free,16384,0.6580095226136773,0.6580095226136773,4.416694903019735,4.416694903019735,0.3688539394729827,4.416694903019743,0.6580095226136864
2,fixed1_095,16384,0.656119660230106,0.6580095226136773,4.416694903019735,0.09476680813239291,0.34217384542618223,4.416694903019743,0.6580095226136864
2,rotate1_095,16384,0.1619082398983868,0.6580095226136773,4.416694903019735,0.09476680813239291,0.17911525837204015,4.416694903019743,0.6580095226136864
2,rotate1_0999,16384,0.02062480214759511,0.6580095226136773,4.416694903019735,-5.549089381640588,0.02871432758950659,4.416694903019743,0.6580095226136864
2,fixed4_095,16384,0.6075137505612699,0.6580095226136773,4.416694903019735,-12.871017476529634,0.25348080871296746,4.416694903019743,0.6580095226136864
2,alternate4_095,16384,-1.4514513475252597,0.6580095226136773,4.416694903019735,-12.871017476529634,0.0,4.416694903019743,0.6580095226136864
2,all8_075_control,16384,-1.3419904773863345,0.6580095226136773,4.416694903019735,-11.583305096980265,0.0,4.416694903019743,0.6580095226136864
3,free,16384,0.6600182971366614,0.6600182971366614,4.461128222278713,4.461128222278713,0.3670501456201404,4.46112822227874,0.6600182971366412
3,fixed1_095,16384,0.6573652417356339,0.6600182971366614,4.461128222278713,0.139200127391371,0.34259330120238424,4.46112822227874,0.6600182971366412
3,rotate1_095,16384,0.17168076469522858,0.6600182971366614,4.461128222278713,0.139200127391371,0.19383637301292472,4.46112822227874,0.6600182971366412
3,rotate1_0999,16384,0.04626170169059077,0.6600182971366614,4.461128222278713,-5.50465606238161,0.09641733887248508,4.46112822227874,0.6600182971366412
3,fixed4_095,16384,0.6211349536750437,0.6600182971366614,4.461128222278713,-12.826584157270656,0.2484830771393065,4.46112822227874,0.6600182971366412
3,alternate4_095,16384,-1.4421792576975305,0.6600182971366614,4.461128222278713,-12.826584157270656,0.0,4.46112822227874,0.6600182971366412
3,all8_075_control,16384,-1.339981702863337,0.6600182971366614,4.461128222278713,-11.538871777721287,0.0,4.46112822227874,0.6600182971366412
4,free,16384,0.7710774618254727,0.7710774618254727,5.289489380490887,5.289489380490887,0.41746085746554373,5.289489380490897,0.7710774618254724
4,fixed1_095,16384,0.7679359907841602,0.7710774618254727,5.289489380490887,0.9675612856035452,0.3914223135064309,5.289489380490897,0.7710774618254724
4,rotate1_095,16384,0.25547782685290815,0.7710774618254727,5.289489380490887,0.9675612856035452,0.23865034150937306,5.289489380490897,0.7710774618254724
4,rotate1_0999,16384,0.02450109059320444,0.7710774618254727,5.289489380490887,-4.676294904169436,0.034779432113135174,5.289489380490897,0.7710774618254724
4,fixed4_095,16384,0.7660265200806752,0.7710774618254727,5.289489380490887,-11.99822299905848,0.2953721251336616,5.289489380490897,0.7710774618254724
4,alternate4_095,16384,-1.3743595751245699,0.7710774618254727,5.289489380490887,-11.99822299905848,0.0,5.289489380490897,0.7710774618254724
4,all8_075_control,16384,-1.2289225381745323,0.7710774618254727,5.289489380490887,-10.710510619509112,0.0,5.289489380490897,0.7710774618254724
5,free,16384,0.7431651155533117,0.7431651155533117,5.238284443497812,5.238284443497812,0.40728364574317977,5.238284443497808,0.7431651155533135
5,fixed1_095,16384,0.7248027651376826,0.7431651155533117,5.238284443497812,0.9163563486104698,0.3683414855367251,5.238284443497808,0.7431651155533135
5,rotate1_095,16384,0.21242790845681492,0.7431651155533117,5.238284443497812,0.9163563486104698,0.2226705365940148,5.238284443497808,0.7431651155533135
5,rotate1_0999,16384,-0.25264773672654467,0.7431651155533117,5.238284443497812,-4.727499841162511,0.0,5.238284443497808,0.7431651155533135
5,fixed4_095,16384,0.7047134381010948,0.7431651155533117,5.238284443497812,-12.049427936051558,0.284274475673312,5.238284443497808,0.7431651155533135
5,alternate4_095,16384,-1.3802713347862947,0.7431651155533117,5.238284443497812,-12.049427936051558,0.0,5.238284443497808,0.7431651155533135
5,all8_075_control,16384,-1.2568348844466795,0.7431651155533117,5.238284443497812,-10.761715556502189,0.0,5.238284443497808,0.7431651155533135
6,free,16384,0.6886289789882378,0.6886289789882378,4.796743378565553,4.796743378565553,0.38382340462658926,4.79674337856553,0.6886289789882853
6,fixed1_095,16384,0.6833269081939238,0.6886289789882378,4.796743378565553,0.47481528367821113,0.3553890521778697,4.79674337856553,0.6886289789882853
6,rotate1_095,16384,0.19303410833740609,0.6886289789882378,4.796743378565553,0.47481528367821113,0.19943710419050822,4.79674337856553,0.6886289789882853
6,rotate1_0999,16384,0.03179619533455019,0.6886289789882378,4.796743378565553,-5.16904090609477,0.05504997088804108,4.79674337856553,0.6886289789882853
6,fixed4_095,16384,0.6426560549283014,0.6886289789882378,4.796743378565553,-12.490969000983815,0.2573577025740557,4.79674337856553,0.6886289789882853
